MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:87964	Agtr1a	angiotensin II receptor, type 1a	13		positive regulation of cytokine production			IMP		J:156435 	
MGI:87966	Agtr2	angiotensin II receptor, type 2	X		positive regulation of cytokine production			ISO	RGD:2072 	J:155856 	
MGI:1343098	Aif1	allograft inflammatory factor 1	17		positive regulation of chemokine production			ISO	P55008 	J:164563 	
MGI:1343098	Aif1	allograft inflammatory factor 1	17		positive regulation of fibroblast growth factor production			ISO	P55008 	J:164563 	
MGI:1343098	Aif1	allograft inflammatory factor 1	17		positive regulation of interleukin-6 production			ISO	P55008 	J:164563 	
MGI:2686159	Aim2	absent in melanoma 2	1		positive regulation of interleukin-1 beta production			IDA		J:147175 	
MGI:2686159	Aim2	absent in melanoma 2	1		positive regulation of interleukin-1 beta production			IGI	MGI:2653833 	J:205949 	
MGI:2686159	Aim2	absent in melanoma 2	1		positive regulation of interleukin-1 beta production			IMP		J:146958 	
MGI:2686159	Aim2	absent in melanoma 2	1		positive regulation of interleukin-1 beta production			ISO	O14862 	J:164563 	
MGI:1932576	Akap12	A kinase (PRKA) anchor protein (gravin) 12	10		positive regulation of tumor necrosis factor production			ISO	RGD:70988 	J:155856 	
MGI:1889364	Akirin2	akirin 2	4		positive regulation of interleukin-6 production			IMP	MGI:3796163 	J:130487 	
MGI:1098228	Alox8	arachidonate 8-lipoxygenase	11		positive regulation of chemokine production			ISO	O15296 	J:164563 	
MGI:1921095	Ankrd42	ankyrin repeat domain 42	7		positive regulation of cytokine production involved in inflammatory response			IMP		J:161367 	
MGI:96819	Anxa1	annexin A1	19		positive regulation of interleukin-2 production			IBA	PTN002574794 	J:265628 	
MGI:96819	Anxa1	annexin A1	19		positive regulation of interleukin-2 production			ISO	P04083 	J:164563 	
MGI:88050	Apoa2	apolipoprotein A-II	1		positive regulation of interleukin-8 production			ISO	P02652 	J:164563 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		positive regulation of chemokine production			ISO	P05067 	J:164563 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		positive regulation of endothelin production			IGI	Q62151 	J:268022 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		positive regulation of endothelin production			ISO	P05067 	J:164563 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		positive regulation of interferon-gamma production			ISO	P05067 	J:164563 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		positive regulation of interleukin-1 beta production			ISO	P05067 	J:164563 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		positive regulation of interleukin-6 production			ISO	P05067 	J:164563 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		positive regulation of tumor necrosis factor production	happens in brain	UniProtKB:P12023:PRO_0000000119	IGI	Q62151 	J:268022 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		positive regulation of tumor necrosis factor production			ISO	P05067 	J:164563 	
MGI:1920243	Appl1	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1	14		positive regulation of cytokine production involved in inflammatory response			IMP		J:226873 	
MGI:2139354	Arfgef2	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)	2		positive regulation of tumor necrosis factor production			ISO	Q9Y6D5 	J:164563 	
MGI:103264	Arhgef2	rho/rac guanine nucleotide exchange factor (GEF) 2	3		positive regulation of interleukin-6 production			ISO	Q92974 	J:164563 	
MGI:103264	Arhgef2	rho/rac guanine nucleotide exchange factor (GEF) 2	3		positive regulation of tumor necrosis factor production			ISO	Q92974 	J:164563 	
MGI:2443039	Arid5a	AT rich interactive domain 5A (MRF1-like)	1		positive regulation of interferon-gamma production			IMP		J:233072 J:240577 	
MGI:2443039	Arid5a	AT rich interactive domain 5A (MRF1-like)	1		positive regulation of interleukin-17 production			IMP		J:233072 	
MGI:2443039	Arid5a	AT rich interactive domain 5A (MRF1-like)	1		positive regulation of interleukin-6 production			IMP		J:240577 	
MGI:2443039	Arid5a	AT rich interactive domain 5A (MRF1-like)	1		positive regulation of T-helper 1 cell cytokine production			IMP		J:240577 	
MGI:2443039	Arid5a	AT rich interactive domain 5A (MRF1-like)	1		positive regulation of tumor necrosis factor production			IMP		J:240577 	
MGI:88071	Arnt	aryl hydrocarbon receptor nuclear translocator	3		positive regulation of vascular endothelial growth factor production			ISO	P27540 	J:164563 	
MGI:109349	Atf2	activating transcription factor 2	2		positive regulation of transforming growth factor beta2 production			IMP	MGI:1857283 	J:125640 	
MGI:88096	Atf4	activating transcription factor 4	15		positive regulation of vascular endothelial growth factor production			ISO	P18848 	J:164563 	
MGI:1917745	Atp6ap2	ATPase, H+ transporting, lysosomal accessory protein 2	X		positive regulation of transforming growth factor beta1 production			ISO	O75787 	J:164563 	
MGI:88127	B2m	beta-2 microglobulin	2		positive regulation of T cell cytokine production			ISO	P61769 	J:164563 	
MGI:88140	Bcl3	B cell leukemia/lymphoma 3	7		positive regulation of interferon-gamma production	regulates a function/process that happens in CD8-positive, alpha-beta T cell		IMP	MGI:2158443 	J:110058 	
MGI:88140	Bcl3	B cell leukemia/lymphoma 3	7		positive regulation of interleukin-10 production			IMP		J:94987 	
MGI:1337994	Bcl10	B cell leukemia/lymphoma 10	3		positive regulation of interleukin-8 production			ISO	O95999 	J:164563 	
MGI:104537	Brca1	breast cancer 1, early onset	11		positive regulation of vascular endothelial growth factor production			ISO	P38398 	J:164563 	
MGI:88208	Bsg	basigin	10		positive regulation of interleukin-6 production			ISO	P35613 	J:164563 	
MGI:88208	Bsg	basigin	10		positive regulation of vascular endothelial growth factor production			ISO	P35613 	J:164563 	
MGI:1859549	Btnl2	butyrophilin-like 2	17		positive regulation of interleukin-2 production			IMP		J:132222 	
MGI:1932136	C1qtnf3	C1q and tumor necrosis factor related protein 3	15		positive regulation of cytokine production	generates UniProtKB:Q99P87		IDA		J:188900 	
MGI:1932136	C1qtnf3	C1q and tumor necrosis factor related protein 3	15		positive regulation of cytokine production			ISO	Q9BXJ4 	J:164563 	
MGI:1914695	C1qtnf4	C1q and tumor necrosis factor related protein 4	2		positive regulation of interleukin-6 production			ISO	Q9BXJ3 	J:164563 	
MGI:1914695	C1qtnf4	C1q and tumor necrosis factor related protein 4	2		positive regulation of tumor necrosis factor production			ISO	Q9BXJ3 	J:164563 	
MGI:88227	C3	complement component 3	17		positive regulation of vascular endothelial growth factor production			ISO	P01024 	J:164563 	
MGI:1097680	C3ar1	complement component 3a receptor 1	6		positive regulation of vascular endothelial growth factor production			IMP		J:106063 	
MGI:88232	C5ar1	complement component 5a receptor 1	7		positive regulation of vascular endothelial growth factor production			IMP		J:106063 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		positive regulation of cytokine production			ISO	Q9BY67 	J:164563 	
MGI:108443	Camp	cathelicidin antimicrobial peptide	9		positive regulation of interleukin-8 production			ISO	P49913 	J:164563 	
MGI:2685628	Card9	caspase recruitment domain family, member 9	2		positive regulation of interleukin-6 production	regulates a function/process that happens in peritoneal macrophage|regulates a function/process that happens in monoblast		IMP	MGI:3698412 	J:117799 	
MGI:2685628	Card9	caspase recruitment domain family, member 9	2		positive regulation of tumor necrosis factor production	regulates a function/process that happens in peritoneal macrophage|regulates a function/process that happens in monoblast		IMP	MGI:3698412 	J:117799 	
MGI:1916978	Card11	caspase recruitment domain family, member 11	5		positive regulation of interleukin-2 production	regulates a function/process that happens in CD4-positive, alpha-beta T cell		IMP	MGI:3039682 	J:89322 	
MGI:1916978	Card11	caspase recruitment domain family, member 11	5		positive regulation of interleukin-2 production			ISO	Q9BXL7 	J:164563 	
MGI:2685431	Carmil2	capping protein regulator and myosin 1 linker 2	8		positive regulation of interferon-gamma production			IMP	MGI:5547539 	J:205441 	
MGI:2685431	Carmil2	capping protein regulator and myosin 1 linker 2	8		positive regulation of interleukin-2 production			IMP	MGI:4462559 MGI:5547539 	J:205411 	
MGI:96544	Casp1	caspase 1	9		positive regulation of cytokine production	regulates a function/process that happens in peritoneal macrophage,regulates a function/process that has the participant Il18		IMP		J:136350 	
MGI:96544	Casp1	caspase 1	9		positive regulation of cytokine production			ISO	RGD:2274 	J:155856 	
MGI:96544	Casp1	caspase 1	9		positive regulation of interleukin-1 alpha production	regulates a function/process that happens in peritoneal macrophage		IMP		J:136350 	
MGI:96544	Casp1	caspase 1	9		positive regulation of interleukin-1 beta production	regulates a function/process that happens in peritoneal macrophage		IMP		J:136350 	
MGI:96544	Casp1	caspase 1	9		positive regulation of interleukin-1 beta production			ISO	RGD:2274 	J:155856 	
MGI:96544	Casp1	caspase 1	9		positive regulation of interleukin-1 beta production			ISO	P29466 	J:164563 	
MGI:107700	Casp4	caspase 4, apoptosis-related cysteine peptidase	9		positive regulation of interleukin-1 beta production	regulates a function/process that happens in bone marrow macrophage		IGI	MGI:1931465 MGI:2653833 	J:193522 	
MGI:1261423	Casp8	caspase 8	1		positive regulation of interleukin-1 beta production			ISO	Q14790 	J:164563 	
MGI:2445053	Ccbe1	collagen and calcium binding EGF domains 1	18		positive regulation of vascular endothelial growth factor production			ISO	Q6UXH8 	J:164563 	
MGI:1925567	Ccdc88b	coiled-coil domain containing 88B	19		positive regulation of cytokine production			IMP		J:230618 	
MGI:98258	Ccl1	chemokine (C-C motif) ligand 1	11		positive regulation of interleukin-17 production			ISO	P22362 	J:164563 	
MGI:98259	Ccl2	chemokine (C-C motif) ligand 2	11		positive regulation of tumor necrosis factor production			ISO	RGD:3645 	J:155856 	
MGI:98260	Ccl3	chemokine (C-C motif) ligand 3	11		positive regulation of interleukin-1 beta production			IGI	P22893 	J:179147 	
MGI:98260	Ccl3	chemokine (C-C motif) ligand 3	11		positive regulation of tumor necrosis factor production			IGI	P22893 	J:179147 	
MGI:98261	Ccl4	chemokine (C-C motif) ligand 4	11		positive regulation of tumor necrosis factor production			ISO	RGD:620441 	J:155856 	
MGI:98262	Ccl5	chemokine (C-C motif) ligand 5	11		positive regulation of chemokine (C-X-C motif) ligand 2 production			NAS		J:173704 	
MGI:1346316	Ccl19	chemokine (C-C motif) ligand 19	4		positive regulation of interleukin-1 beta production			IDA		J:97971 	
MGI:1346316	Ccl19	chemokine (C-C motif) ligand 19	4		positive regulation of interleukin-12 production			IDA		J:97971 	
MGI:1346316	Ccl19	chemokine (C-C motif) ligand 19	4		positive regulation of tumor necrosis factor production			IDA		J:97971 	
MGI:1329031	Ccl20	chemokine (C-C motif) ligand 20	1		positive regulation of interleukin-1 alpha production			ISO	RGD:3646 	J:155856 	
MGI:2385159	Ccm2l	cerebral cavernous malformation 2-like	2		positive regulation of fibroblast growth factor production	uses Fgf12,regulates a function/process that happens in endocardial lining,happens in endocardial lining|uses Fgf16,regulates a function/process that happens in endocardial lining,happens in endocardial lining		IGI	MGI:1924696 	J:187714 	
MGI:106185	Ccr2	chemokine (C-C motif) receptor 2	9		positive regulation of interferon-gamma production			IMP		J:118487 	
MGI:106185	Ccr2	chemokine (C-C motif) receptor 2	9		positive regulation of interleukin-2 production			IMP		J:118487 	
MGI:106185	Ccr2	chemokine (C-C motif) receptor 2	9		positive regulation of tumor necrosis factor production			IMP		J:140759 	
MGI:107182	Ccr5	chemokine (C-C motif) receptor 5	9		positive regulation of interleukin-1 beta production			ISO	RGD:620596 	J:155856 	
MGI:107182	Ccr5	chemokine (C-C motif) receptor 5	9		positive regulation of interleukin-6 production			ISO	RGD:620596 	J:155856 	
MGI:107182	Ccr5	chemokine (C-C motif) receptor 5	9		positive regulation of tumor necrosis factor production			ISO	RGD:620596 	J:155856 	
MGI:103011	Ccr7	chemokine (C-C motif) receptor 7	11		positive regulation of interleukin-1 beta production			IC	GO:0016493 	J:97971 	
MGI:103011	Ccr7	chemokine (C-C motif) receptor 7	11		positive regulation of interleukin-12 production			IMP		J:97971 	
MGI:103011	Ccr7	chemokine (C-C motif) receptor 7	11		positive regulation of tumor necrosis factor production			IC	GO:0016493 	J:97971 	
MGI:107674	Cd1d1	CD1d1 antigen	3		positive regulation of interferon-gamma production			IMP	MGI:2180711 	J:39748 	
MGI:107674	Cd1d1	CD1d1 antigen	3		positive regulation of interleukin-2 production			IDA		J:25159 J:76976 J:86243 J:89707 	
MGI:107674	Cd1d1	CD1d1 antigen	3		positive regulation of interleukin-4 production			IDA		J:25159 J:89707 	
MGI:107674	Cd1d1	CD1d1 antigen	3		positive regulation of interleukin-4 production			IMP	MGI:2180711 	J:39748 	
MGI:107674	Cd1d1	CD1d1 antigen	3		positive regulation of interleukin-4 production			IMP	MGI:2180713 	J:76976 	
MGI:107675	Cd1d2	CD1d2 antigen	3		positive regulation of interleukin-2 production			IDA		J:76976 	
MGI:107675	Cd1d2	CD1d2 antigen	3		positive regulation of interleukin-4 production			IDA		J:76976 	
MGI:88320	Cd2	CD2 antigen	3		positive regulation of interferon-gamma production			ISO	P06729 	J:164563 	
MGI:88320	Cd2	CD2 antigen	3		positive regulation of interleukin-8 production			ISO	P06729 	J:164563 	
MGI:88320	Cd2	CD2 antigen	3		positive regulation of tumor necrosis factor production			ISO	P06729 	J:164563 	
MGI:88332	Cd3e	CD3 antigen, epsilon polypeptide	9		positive regulation of interferon-gamma production	regulates a function/process that happens in T-helper 1 cell		IDA		J:75401 	
MGI:88332	Cd3e	CD3 antigen, epsilon polypeptide	9		positive regulation of interleukin-2 production			IDA		J:142709 	
MGI:88332	Cd3e	CD3 antigen, epsilon polypeptide	9		positive regulation of interleukin-4 production	regulates a function/process that happens in T cell		IDA		J:75401 	
MGI:103566	Cd6	CD6 antigen	19		positive regulation of cytokine production involved in inflammatory response			ISO	P30203 	J:164563 	
MGI:88318	Cd14	CD14 antigen	18		positive regulation of cytokine production			ISO	RGD:620588 	J:155856 	
MGI:88318	Cd14	CD14 antigen	18		positive regulation of interferon-gamma production			IBA	PTN001636475 	J:265628 	
MGI:88318	Cd14	CD14 antigen	18		positive regulation of interferon-gamma production			IMP		J:222669 	
MGI:88318	Cd14	CD14 antigen	18		positive regulation of interleukin-8 production			ISO	P08571 	J:164563 	
MGI:88318	Cd14	CD14 antigen	18		positive regulation of tumor necrosis factor production			IMP		J:32729 	
MGI:88318	Cd14	CD14 antigen	18		positive regulation of tumor necrosis factor production			ISO	P08571 	J:73065 	
MGI:88318	Cd14	CD14 antigen	18		positive regulation of type I interferon production			IBA	PTN001636475 	J:265628 	
MGI:88318	Cd14	CD14 antigen	18		positive regulation of type I interferon production			IMP		J:178826 	
MGI:88326	Cd27	CD27 antigen	6		positive regulation of interferon-gamma production			NAS		J:73129 	
MGI:88327	Cd28	CD28 antigen	1		positive regulation of interleukin-10 production			ISO	P10747 	J:164563 	
MGI:88327	Cd28	CD28 antigen	1		positive regulation of interleukin-2 production	regulates a function/process that happens in T cell		IMP	MGI:1857150 	J:14194 	
MGI:88327	Cd28	CD28 antigen	1		positive regulation of interleukin-2 production			ISO	P10747 	J:164563 	
MGI:88327	Cd28	CD28 antigen	1		positive regulation of interleukin-4 production			ISO	P10747 	J:164563 	
MGI:88329	Cd34	CD34 antigen	1		positive regulation of glial cell-derived neurotrophic factor production			ISO	P28906 	J:164563 	
MGI:88329	Cd34	CD34 antigen	1		positive regulation of granulocyte colony-stimulating factor production			ISO	P28906 	J:164563 	
MGI:88329	Cd34	CD34 antigen	1		positive regulation of interleukin-10 production			ISO	P28906 	J:164563 	
MGI:88329	Cd34	CD34 antigen	1		positive regulation of transforming growth factor beta production			ISO	P28906 	J:164563 	
MGI:107899	Cd36	CD36 molecule	5		positive regulation of cytokine production			ISO	RGD:2301 	J:155856 	
MGI:107899	Cd36	CD36 molecule	5		positive regulation of interleukin-12 production	regulates a function/process that happens in peritoneal macrophage		IMP	MGI:2447190 	J:100140 	
MGI:107899	Cd36	CD36 molecule	5		positive regulation of interleukin-6 production	regulates a function/process that happens in peritoneal macrophage		IMP	MGI:2447190 	J:100140 	
MGI:107899	Cd36	CD36 molecule	5		positive regulation of macrophage cytokine production	regulates a function/process that happens in peritoneal macrophage		IMP	MGI:2447190 	J:100140 	
MGI:107899	Cd36	CD36 molecule	5		positive regulation of tumor necrosis factor production	regulates a function/process that happens in peritoneal macrophage		IMP	MGI:2447190 	J:100140 	
MGI:107899	Cd36	CD36 molecule	5		positive regulation of tumor necrosis factor production	regulates a function/process that happens in macrophage		IMP	MGI:3573941 	J:96018 	
MGI:88336	Cd40	CD40 antigen	2		positive regulation of interleukin-12 production			IBA	PTN005324942 	J:265628 	
MGI:88336	Cd40	CD40 antigen	2		positive regulation of interleukin-12 production	regulates a function/process that happens in myeloid dendritic cell		IDA		J:91939 	
MGI:88337	Cd40lg	CD40 ligand	X		positive regulation of interferon-gamma production			ISO	RGD:708418 	J:155856 	
MGI:88337	Cd40lg	CD40 ligand	X		positive regulation of interleukin-10 production			ISO	RGD:708418 	J:155856 	
MGI:88337	Cd40lg	CD40 ligand	X		positive regulation of interleukin-10 production			ISO	P29965 	J:164563 	
MGI:88337	Cd40lg	CD40 ligand	X		positive regulation of interleukin-12 production			ISO	RGD:708418 	J:155856 	
MGI:88337	Cd40lg	CD40 ligand	X		positive regulation of interleukin-12 production			ISO	P29965 	J:164563 	
MGI:88337	Cd40lg	CD40 ligand	X		positive regulation of interleukin-4 production			ISO	P29965 	J:164563 	
MGI:1203290	Cd46	CD46 antigen, complement regulatory protein	1		positive regulation of interleukin-10 production			ISO	P15529 	J:164563 	
MGI:1203290	Cd46	CD46 antigen, complement regulatory protein	1		positive regulation of transforming growth factor beta production			ISO	P15529 	J:164563 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		positive regulation of chemokine (C-X-C motif) ligand 2 production			IDA		J:169979 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		positive regulation of chemokine production			ISO	P04233 	J:164563 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		positive regulation of interleukin-6 production			ISO	P04233 	J:164563 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		positive regulation of interleukin-8 production			ISO	P04233 	J:164563 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		positive regulation of macrophage cytokine production			IBA	PTN002679661 	J:265628 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		positive regulation of macrophage cytokine production			IDA		J:169979 	
MGI:1096398	Cd81	CD81 antigen	7		positive regulation of T-helper 2 cell cytokine production			IMP		J:65423 	
MGI:1096398	Cd81	CD81 antigen	7		positive regulation of T-helper 2 cell cytokine production			ISO	P60033 	J:164563 	
MGI:1328316	Cd83	CD83 antigen	13		positive regulation of interleukin-10 production	regulates a function/process that happens in CD4-positive, alpha-beta T cell		IMP	MGI:3055293 	J:92721 	
MGI:1328316	Cd83	CD83 antigen	13		positive regulation of interleukin-2 production	regulates a function/process that happens in CD4-positive, alpha-beta T cell		IMP	MGI:3055293 	J:92721 	
MGI:1336885	Cd84	CD84 antigen	1		positive regulation of monocyte chemotactic protein-1 production			IDA		J:227381 	
MGI:1336885	Cd84	CD84 antigen	1		positive regulation of tumor necrosis factor production			IDA		J:227381 	
MGI:1860383	Cd160	CD160 antigen	3		positive regulation of interferon-gamma production			IMP		J:222131 	
MGI:1860383	Cd160	CD160 antigen	3		positive regulation of natural killer cell cytokine production			ISO	O95971 	J:164563 	
MGI:1196990	Cd200	CD200 antigen	16		positive regulation of transforming growth factor beta production			ISO	P41217 	J:164563 	
MGI:1916415	Cd209b	CD209b antigen	8		positive regulation of tumor necrosis factor production			IDA		J:87632 	
MGI:2157947	Cd209d	CD209d antigen	8		positive regulation of cytokine production			IDA		J:153503 	
MGI:2157947	Cd209d	CD209d antigen	8		positive regulation of cytokine production			IGI	MGI:1346060 MGI:99515 	J:153503 	
MGI:3039602	Cd226	CD226 antigen	18		positive regulation of interferon-gamma production			IBA	PTN002931336 	J:265628 	
MGI:3039602	Cd226	CD226 antigen	18		positive regulation of interferon-gamma production	happens in natural killer cell		IMP	MGI:4454325 	J:209990 	
MGI:3039602	Cd226	CD226 antigen	18		positive regulation of natural killer cell cytokine production			IBA	PTN002931336 	J:265628 	
MGI:3039602	Cd226	CD226 antigen	18		positive regulation of natural killer cell cytokine production	regulates a function/process that generates Ifng		IMP	MGI:4454325 	J:209990 	
MGI:109294	Cd244a	CD244 molecule A	1		positive regulation of interferon-gamma production			ISO	Q9BZW8 	J:164563 	
MGI:109294	Cd244a	CD244 molecule A	1		positive regulation of interleukin-8 production			ISO	Q9BZW8 	J:164563 	
MGI:1926446	Cd274	CD274 antigen	19		positive regulation of interleukin-10 production			ISO	Q9NZQ7 	J:164563 	
MGI:2183926	Cd276	CD276 antigen	9		positive regulation of interferon-gamma production			ISO	Q5ZPR3 	J:164563 	
MGI:2183926	Cd276	CD276 antigen	9		positive regulation of interleukin-2 production			IMP		J:132222 	
MGI:2153249	Cd300c2	CD300C molecule 2	11		positive regulation of cytokine production			IDA		J:124243 	
MGI:1918851	Ceacam20	carcinoembryonic antigen-related cell adhesion molecule 20	7		positive regulation of cytokine production			IDA		J:226057 	
MGI:88373	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	2		positive regulation of interleukin-4 production			IDA		J:131157 	
MGI:104982	Cebpg	CCAAT/enhancer binding protein (C/EBP), gamma	7		positive regulation of interferon-gamma production			IMP		J:58801 	
MGI:2442261	Cgas	cyclic GMP-AMP synthase	9		positive regulation of type I interferon production			IBA	PTN002579681 	J:265628 	
MGI:2442261	Cgas	cyclic GMP-AMP synthase	9		positive regulation of type I interferon production			IDA		J:243386 J:243562 J:243563 	
MGI:2442261	Cgas	cyclic GMP-AMP synthase	9		positive regulation of type I interferon production			ISO	Q8N884 	J:164563 	
MGI:1932052	Chia1	chitinase, acidic 1	3		positive regulation of chemokine production			ISO	Q9BZP6 	J:164563 	
MGI:99484	Chuk	conserved helix-loop-helix ubiquitous kinase	19		positive regulation of interferon-alpha production			IMP		J:213232 	
MGI:99484	Chuk	conserved helix-loop-helix ubiquitous kinase	19		positive regulation of interferon-alpha production			ISO	O15111 	J:164563 	
MGI:1861232	Clec4e	C-type lectin domain family 4, member e	6		positive regulation of cytokine production			IDA		J:141143 	
MGI:1861231	Clec4n	C-type lectin domain family 4, member n	6		positive regulation of cytokine production			IDA		J:160680 	
MGI:1345151	Clec5a	C-type lectin domain family 5, member a	6		positive regulation of cytokine production			IMP		J:172968 	
MGI:1861431	Clec7a	C-type lectin domain family 7, member a	6		positive regulation of tumor necrosis factor production			IDA		J:87632 J:89998 	
MGI:2444608	Clec9a	C-type lectin domain family 9, member a	6		positive regulation of cytokine production			ISO	Q6UXN8 	J:164563 	
MGI:1351468	Clnk	cytokine-dependent hematopoietic cell linker	5		positive regulation of natural killer cell cytokine production	happens in CD4-positive type I NK T cell		IMP		J:131738 	
MGI:88423	Clu	clusterin	14		positive regulation of tumor necrosis factor production			ISO	P10909 	J:164563 	
