NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_POSTSYNAPSE_ASSEMBLY	GOBP_POSTSYNAPSE_ASSEMBLY	Details ...	32	-0.6728631	-1.8817124	0.0018761726	0.051104385	0.443	2916	tags=47%, list=13%, signal=54%	
GOBP_MIRNA_METABOLIC_PROCESS	GOBP_MIRNA_METABOLIC_PROCESS	Details ...	96	-0.5425662	-1.8581991	0.0	0.068291955	0.571	2995	tags=31%, list=14%, signal=36%	
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	Details ...	69	-0.56924677	-1.8569441	0.0	0.06423918	0.577	3033	tags=32%, list=14%, signal=37%	
GOBP_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	GOBP_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	Details ...	38	-0.63036346	-1.826977	0.0	0.095302746	0.748	1279	tags=32%, list=6%, signal=33%	
GOBP_VOCALIZATION_BEHAVIOR	GOBP_VOCALIZATION_BEHAVIOR	Details ...	20	-0.7235045	-1.819435	0.003552398	0.09824622	0.784	1663	tags=35%, list=8%, signal=38%	
GOBP_REGULATION_OF_HISTONE_H3_K4_METHYLATION	GOBP_REGULATION_OF_HISTONE_H3_K4_METHYLATION	Details ...	40	-0.63069755	-1.8184935	0.0	0.09356597	0.79	2497	tags=28%, list=11%, signal=31%	
GOBP_PROTEIN_LOCALIZATION_TO_SYNAPSE	GOBP_PROTEIN_LOCALIZATION_TO_SYNAPSE	Details ...	88	-0.53978	-1.8177668	0.0	0.089155875	0.794	2183	tags=31%, list=10%, signal=34%	
GOBP_REGULATION_OF_CGMP_MEDIATED_SIGNALING	GOBP_REGULATION_OF_CGMP_MEDIATED_SIGNALING	Details ...	16	-0.76056063	-1.8162616	0.0	0.0859427	0.801	1590	tags=25%, list=7%, signal=27%	
GOBP_NEURON_PROJECTION_GUIDANCE	GOBP_NEURON_PROJECTION_GUIDANCE	Details ...	253	-0.4727878	-1.8054023	0.0	0.09599165	0.843	3569	tags=30%, list=16%, signal=36%	
GOBP_POSTSYNAPSE_TO_NUCLEUS_SIGNALING_PATHWAY	GOBP_POSTSYNAPSE_TO_NUCLEUS_SIGNALING_PATHWAY	Details ...	16	-0.7416593	-1.7887951	0.0018281536	0.1143395	0.895	2539	tags=38%, list=11%, signal=42%	
GOBP_EXCITATORY_SYNAPSE_ASSEMBLY	GOBP_EXCITATORY_SYNAPSE_ASSEMBLY		30	-0.6403811	-1.7768365	0.0017857143	0.12999484	0.948	2916	tags=37%, list=13%, signal=42%	
GOBP_FOREBRAIN_CELL_MIGRATION	GOBP_FOREBRAIN_CELL_MIGRATION		72	-0.5440162	-1.7646978	0.0	0.1468819	0.973	2095	tags=26%, list=9%, signal=29%	
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL		118	-0.50413895	-1.7632611	0.0	0.14269935	0.973	3462	tags=33%, list=16%, signal=39%	
GOBP_REGULATION_OF_HISTONE_METHYLATION	GOBP_REGULATION_OF_HISTONE_METHYLATION		92	-0.5152033	-1.7612267	0.0	0.14064498	0.977	2959	tags=26%, list=13%, signal=30%	
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_SYNAPSE	GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_SYNAPSE		25	-0.66156965	-1.7575717	0.003717472	0.14185281	0.981	2145	tags=40%, list=10%, signal=44%	
GOBP_V_D_J_RECOMBINATION	GOBP_V_D_J_RECOMBINATION		20	-0.68627	-1.7565361	0.0035149385	0.13819315	0.982	4473	tags=50%, list=20%, signal=63%	
GOBP_MIRNA_MEDIATED_GENE_SILENCING_BY_INHIBITION_OF_TRANSLATION	GOBP_MIRNA_MEDIATED_GENE_SILENCING_BY_INHIBITION_OF_TRANSLATION		21	-0.6907027	-1.7545773	0.007797271	0.13647258	0.982	5500	tags=57%, list=25%, signal=76%	
GOBP_LEARNING	GOBP_LEARNING		185	-0.47182393	-1.7475355	0.0	0.14385109	0.986	3205	tags=30%, list=14%, signal=34%	
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTRASPECIES_INTERACTION_BETWEEN_ORGANISMS	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTRASPECIES_INTERACTION_BETWEEN_ORGANISMS		64	-0.5405977	-1.7450567	0.0	0.14353253	0.988	2911	tags=30%, list=13%, signal=34%	
GOBP_POSTSYNAPTIC_DENSITY_ASSEMBLY	GOBP_POSTSYNAPTIC_DENSITY_ASSEMBLY		21	-0.68853307	-1.7422972	0.0017452007	0.14515343	0.989	2916	tags=52%, list=13%, signal=60%	
GOBP_CATECHOLAMINE_UPTAKE	GOBP_CATECHOLAMINE_UPTAKE		17	-0.69623005	-1.741043	0.0036231885	0.14273693	0.99	1588	tags=41%, list=7%, signal=44%	
GOBP_PEPTIDYL_LYSINE_METHYLATION	GOBP_PEPTIDYL_LYSINE_METHYLATION		144	-0.4873457	-1.736209	0.0	0.14715177	0.993	2520	tags=23%, list=11%, signal=26%	
GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY		48	-0.5641273	-1.730392	0.0018281536	0.15276304	0.996	1660	tags=29%, list=7%, signal=31%	
GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_POSTURE	GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_POSTURE		19	-0.6893686	-1.7281415	0.005514706	0.15242605	0.996	1386	tags=32%, list=6%, signal=34%	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC		41	-0.5985123	-1.7273238	0.0054151625	0.14966273	0.996	1969	tags=27%, list=9%, signal=29%	
GOBP_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	GOBP_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION		30	-0.61673236	-1.7226372	0.0	0.15465753	0.996	2557	tags=33%, list=12%, signal=38%	
GOBP_PEPTIDYL_LYSINE_TRIMETHYLATION	GOBP_PEPTIDYL_LYSINE_TRIMETHYLATION		57	-0.5483984	-1.720716	0.0017421603	0.1547184	0.997	4900	tags=44%, list=22%, signal=56%	
GOBP_CHONDROCYTE_DIFFERENTIATION_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS	GOBP_CHONDROCYTE_DIFFERENTIATION_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS		17	-0.6901979	-1.720441	0.0018281536	0.15105787	0.997	3168	tags=41%, list=14%, signal=48%	
GOBP_EXPORT_ACROSS_PLASMA_MEMBRANE	GOBP_EXPORT_ACROSS_PLASMA_MEMBRANE		61	-0.5370408	-1.7178171	0.0017301039	0.15208657	0.998	3788	tags=36%, list=17%, signal=43%	
GOBP_RESPONSE_TO_DOPAMINE	GOBP_RESPONSE_TO_DOPAMINE		58	-0.5417744	-1.7080861	0.0017513135	0.1680531	1.0	1951	tags=31%, list=9%, signal=34%	
GOBP_MESENCHYMAL_CELL_MIGRATION	GOBP_MESENCHYMAL_CELL_MIGRATION		65	-0.52459407	-1.7058992	0.0034246575	0.16851167	1.0	2821	tags=31%, list=13%, signal=35%	
GOBP_RESPONSE_TO_MECHANICAL_STIMULUS	GOBP_RESPONSE_TO_MECHANICAL_STIMULUS		175	-0.4617801	-1.7052662	0.0	0.16540535	1.0	3957	tags=27%, list=18%, signal=32%	
GOBP_PEPTIDYL_LYSINE_DIMETHYLATION	GOBP_PEPTIDYL_LYSINE_DIMETHYLATION		26	-0.6349512	-1.7025613	0.0018796993	0.16682202	1.0	4525	tags=54%, list=20%, signal=68%	
GOBP_ASSOCIATIVE_LEARNING	GOBP_ASSOCIATIVE_LEARNING		119	-0.48780766	-1.7018112	0.0	0.1648262	1.0	3341	tags=33%, list=15%, signal=38%	
GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME		60	-0.5404131	-1.7000086	0.001776199	0.16460633	1.0	2884	tags=33%, list=13%, signal=38%	
GOBP_POSITIVE_REGULATION_OF_JNK_CASCADE	GOBP_POSITIVE_REGULATION_OF_JNK_CASCADE		102	-0.49706787	-1.6998391	0.0	0.16132487	1.0	4149	tags=36%, list=19%, signal=44%	
GOBP_EXPLORATION_BEHAVIOR	GOBP_EXPLORATION_BEHAVIOR		36	-0.5882304	-1.6992728	0.0035273368	0.15891044	1.0	2108	tags=25%, list=10%, signal=28%	
GOBP_RESPONSE_TO_CATECHOLAMINE	GOBP_RESPONSE_TO_CATECHOLAMINE		74	-0.52177113	-1.6946782	0.0	0.16425467	1.0	3462	tags=35%, list=16%, signal=41%	
GOBP_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION	GOBP_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION		23	-0.64293635	-1.6938192	0.012987013	0.16247626	1.0	4582	tags=48%, list=21%, signal=60%	
GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS	GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS		64	-0.53356963	-1.692324	0.0018018018	0.16195449	1.0	3168	tags=33%, list=14%, signal=38%	
GOBP_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	GOBP_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL		31	-0.60033	-1.6906797	0.01056338	0.16168804	1.0	3825	tags=42%, list=17%, signal=51%	
GOBP_MAMMARY_GLAND_ALVEOLUS_DEVELOPMENT	GOBP_MAMMARY_GLAND_ALVEOLUS_DEVELOPMENT		21	-0.655384	-1.6897653	0.009225092	0.16039519	1.0	2481	tags=29%, list=11%, signal=32%	
GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY	GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY		145	-0.46853775	-1.6886501	0.001633987	0.15953253	1.0	2103	tags=21%, list=9%, signal=23%	
GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS		59	-0.53884363	-1.6856972	0.0033557047	0.1620687	1.0	2995	tags=29%, list=14%, signal=33%	
GOBP_NUCLEUS_LOCALIZATION	GOBP_NUCLEUS_LOCALIZATION		40	-0.5835475	-1.6853812	0.0036630037	0.15961902	1.0	2525	tags=30%, list=11%, signal=34%	
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC		85	-0.49632066	-1.6743064	0.0	0.17750894	1.0	3501	tags=31%, list=16%, signal=36%	
GOBP_REGULATION_OF_P38MAPK_CASCADE	GOBP_REGULATION_OF_P38MAPK_CASCADE		42	-0.56559426	-1.6706945	0.0036036037	0.1817905	1.0	4083	tags=38%, list=18%, signal=47%	
GOBP_POSITIVE_REGULATION_OF_JUN_KINASE_ACTIVITY	GOBP_POSITIVE_REGULATION_OF_JUN_KINASE_ACTIVITY		55	-0.5295699	-1.6703972	0.0	0.17929456	1.0	4040	tags=42%, list=18%, signal=51%	
GOBP_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	GOBP_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL		17	-0.6805054	-1.6702894	0.009310987	0.1764704	1.0	3825	tags=53%, list=17%, signal=64%	
GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY	GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY		48	-0.5481731	-1.6686814	0.0053667263	0.17700022	1.0	5063	tags=50%, list=23%, signal=65%	
GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT	GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT		99	-0.48516256	-1.6668802	0.0033783785	0.17782533	1.0	2515	tags=23%, list=11%, signal=26%	
GOBP_NEUROTRANSMITTER_TRANSPORT	GOBP_NEUROTRANSMITTER_TRANSPORT		244	-0.42943633	-1.666152	0.0	0.17622976	1.0	3212	tags=24%, list=14%, signal=28%	
GOBP_RESPONSE_TO_AMINE	GOBP_RESPONSE_TO_AMINE		24	-0.6276171	-1.6642884	0.0036363637	0.17685175	1.0	1585	tags=42%, list=7%, signal=45%	
GOBP_CARTILAGE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS	GOBP_CARTILAGE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS		38	-0.5614758	-1.662806	0.013675214	0.17692047	1.0	3168	tags=37%, list=14%, signal=43%	
GOBP_ADULT_BEHAVIOR	GOBP_ADULT_BEHAVIOR		184	-0.44659215	-1.6572669	0.0	0.18492159	1.0	3305	tags=24%, list=15%, signal=28%	
GOBP_NEURON_FATE_COMMITMENT	GOBP_NEURON_FATE_COMMITMENT		78	-0.50168335	-1.6549245	0.0	0.18694907	1.0	3601	tags=31%, list=16%, signal=37%	
GOBP_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	GOBP_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION		23	-0.62184995	-1.6534467	0.0129629625	0.18707427	1.0	3429	tags=52%, list=15%, signal=62%	
GOBP_HISTONE_METHYLATION	GOBP_HISTONE_METHYLATION		167	-0.44792837	-1.653206	0.0016051364	0.18482459	1.0	2959	tags=23%, list=13%, signal=26%	
GOBP_VENOUS_BLOOD_VESSEL_DEVELOPMENT	GOBP_VENOUS_BLOOD_VESSEL_DEVELOPMENT		19	-0.6549353	-1.6519758	0.0076045627	0.18447879	1.0	4662	tags=53%, list=21%, signal=67%	
GOBP_LIGAND_GATED_ION_CHANNEL_SIGNALING_PATHWAY	GOBP_LIGAND_GATED_ION_CHANNEL_SIGNALING_PATHWAY		18	-0.67236406	-1.6492935	0.0018796993	0.18674836	1.0	1590	tags=39%, list=7%, signal=42%	
GOBP_MIRNA_TRANSCRIPTION	GOBP_MIRNA_TRANSCRIPTION		70	-0.500425	-1.6485718	0.0034662045	0.18536693	1.0	2653	tags=26%, list=12%, signal=29%	
GOBP_PREPULSE_INHIBITION	GOBP_PREPULSE_INHIBITION		20	-0.6598701	-1.6443104	0.011299435	0.19170056	1.0	2179	tags=40%, list=10%, signal=44%	
GOBP_LONG_TERM_MEMORY	GOBP_LONG_TERM_MEMORY		43	-0.5561558	-1.64422	0.0	0.18927287	1.0	3378	tags=35%, list=15%, signal=41%	
GOBP_VISUAL_BEHAVIOR	GOBP_VISUAL_BEHAVIOR		77	-0.4901891	-1.6434114	0.0017271157	0.18814969	1.0	3113	tags=31%, list=14%, signal=36%	
GOBP_POSITIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	GOBP_POSITIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE		138	-0.45357585	-1.6403487	0.0016722408	0.19199564	1.0	4149	tags=35%, list=19%, signal=43%	
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS	GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS		95	-0.4793319	-1.6348618	0.001633987	0.20055382	1.0	3501	tags=33%, list=16%, signal=39%	
GOBP_POSITIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION	GOBP_POSITIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION		33	-0.59260684	-1.6333513	0.010752688	0.20125517	1.0	3405	tags=33%, list=15%, signal=39%	
GOBP_NEURON_REMODELING	GOBP_NEURON_REMODELING		17	-0.6544308	-1.63179	0.014035088	0.20171405	1.0	5315	tags=59%, list=24%, signal=77%	
GOBP_POSITIVE_REGULATION_OF_DENDRITE_DEVELOPMENT	GOBP_POSITIVE_REGULATION_OF_DENDRITE_DEVELOPMENT		22	-0.63933283	-1.6303163	0.014260249	0.2021007	1.0	1951	tags=27%, list=9%, signal=30%	
GOBP_SKELETAL_MUSCLE_CELL_DIFFERENTIATION	GOBP_SKELETAL_MUSCLE_CELL_DIFFERENTIATION		91	-0.48086825	-1.6300588	0.0	0.20008636	1.0	2233	tags=24%, list=10%, signal=27%	
GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC		117	-0.4661425	-1.6299654	0.0016313214	0.19774824	1.0	3501	tags=30%, list=16%, signal=35%	
GOBP_AORTIC_VALVE_MORPHOGENESIS	GOBP_AORTIC_VALVE_MORPHOGENESIS		22	-0.62236553	-1.6269404	0.023636363	0.20200211	1.0	3259	tags=27%, list=15%, signal=32%	
GOBP_NEUROTRANSMITTER_SECRETION	GOBP_NEUROTRANSMITTER_SECRETION		187	-0.4355064	-1.6233859	0.0	0.20695776	1.0	2818	tags=23%, list=13%, signal=26%	
GOBP_RESPONSE_TO_ISOQUINOLINE_ALKALOID	GOBP_RESPONSE_TO_ISOQUINOLINE_ALKALOID		19	-0.6404651	-1.621329	0.015009381	0.20836978	1.0	1455	tags=32%, list=7%, signal=34%	
GOBP_ACTIVATION_OF_GTPASE_ACTIVITY	GOBP_ACTIVATION_OF_GTPASE_ACTIVITY		104	-0.46711898	-1.6212906	0.0	0.20598722	1.0	4276	tags=32%, list=19%, signal=39%	
GOBP_NEURON_MIGRATION	GOBP_NEURON_MIGRATION		198	-0.43508476	-1.6197144	0.0	0.20696774	1.0	2360	tags=20%, list=11%, signal=22%	
GOBP_BONE_MORPHOGENESIS	GOBP_BONE_MORPHOGENESIS		104	-0.46232918	-1.6193349	0.003338898	0.20548427	1.0	3266	tags=26%, list=15%, signal=30%	
GOBP_EPITHELIAL_CELL_MORPHOGENESIS	GOBP_EPITHELIAL_CELL_MORPHOGENESIS		46	-0.53955543	-1.6188323	0.013840831	0.20408112	1.0	5178	tags=52%, list=23%, signal=68%	
GOBP_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	GOBP_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION		38	-0.55181843	-1.6178036	0.0053859963	0.20406494	1.0	3490	tags=39%, list=16%, signal=47%	
GOBP_LOCOMOTORY_EXPLORATION_BEHAVIOR	GOBP_LOCOMOTORY_EXPLORATION_BEHAVIOR		19	-0.6360463	-1.6177273	0.02014652	0.20194924	1.0	1969	tags=26%, list=9%, signal=29%	
GOBP_REGULATION_OF_PRESYNAPSE_ORGANIZATION	GOBP_REGULATION_OF_PRESYNAPSE_ORGANIZATION		42	-0.55308706	-1.6169593	0.005319149	0.20140235	1.0	3217	tags=33%, list=15%, signal=39%	
GOBP_MECHANOSENSORY_BEHAVIOR	GOBP_MECHANOSENSORY_BEHAVIOR		16	-0.6745214	-1.616366	0.016304348	0.20042202	1.0	1254	tags=31%, list=6%, signal=33%	
GOBP_REGULATION_OF_SKELETAL_MUSCLE_CONTRACTION	GOBP_REGULATION_OF_SKELETAL_MUSCLE_CONTRACTION		15	-0.67723477	-1.6145285	0.031434186	0.2019755	1.0	3340	tags=47%, list=15%, signal=55%	
GOBP_CARDIAC_CONDUCTION	GOBP_CARDIAC_CONDUCTION		69	-0.50372505	-1.6141452	0.008237232	0.20053118	1.0	3825	tags=32%, list=17%, signal=38%	
GOBP_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	GOBP_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS		47	-0.5351086	-1.6139951	0.0051635113	0.19874828	1.0	2424	tags=30%, list=11%, signal=33%	
GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION	GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION		122	-0.4556234	-1.6131874	0.0016722408	0.19832025	1.0	2183	tags=24%, list=10%, signal=26%	
GOBP_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOBP_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		59	-0.51053303	-1.608909	0.005291005	0.20520948	1.0	2052	tags=22%, list=9%, signal=24%	
GOBP_EMBRYONIC_EYE_MORPHOGENESIS	GOBP_EMBRYONIC_EYE_MORPHOGENESIS		36	-0.5600709	-1.608883	0.00929368	0.20319486	1.0	2069	tags=28%, list=9%, signal=31%	
GOBP_AORTA_DEVELOPMENT	GOBP_AORTA_DEVELOPMENT		70	-0.4959734	-1.6078539	0.0050675673	0.2034255	1.0	3429	tags=29%, list=15%, signal=34%	
GOBP_NEUROBLAST_PROLIFERATION	GOBP_NEUROBLAST_PROLIFERATION		80	-0.4896091	-1.6049265	0.0016420361	0.20704676	1.0	3120	tags=25%, list=14%, signal=29%	
GOBP_SYNAPSE_ASSEMBLY	GOBP_SYNAPSE_ASSEMBLY		193	-0.42792124	-1.6036744	0.0	0.2074971	1.0	2925	tags=24%, list=13%, signal=28%	
GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS	GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS		45	-0.5300187	-1.6032404	0.0068846815	0.20649362	1.0	2115	tags=31%, list=10%, signal=34%	
GOBP_FOREBRAIN_DEVELOPMENT	GOBP_FOREBRAIN_DEVELOPMENT		400	-0.39762852	-1.6012847	0.0	0.20889696	1.0	4048	tags=28%, list=18%, signal=34%	
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DEVELOPMENT	GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DEVELOPMENT		19	-0.6336405	-1.6006943	0.013435701	0.20805089	1.0	1944	tags=32%, list=9%, signal=35%	
GOBP_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	GOBP_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION		73	-0.48990804	-1.5992597	0.0033898305	0.20897609	1.0	2057	tags=21%, list=9%, signal=23%	
GOBP_HISTONE_H3_ACETYLATION	GOBP_HISTONE_H3_ACETYLATION		81	-0.47661784	-1.596982	0.0067911716	0.21172331	1.0	4697	tags=37%, list=21%, signal=47%	
GOBP_PRESYNAPSE_ORGANIZATION	GOBP_PRESYNAPSE_ORGANIZATION		59	-0.50268936	-1.5966733	0.008726004	0.21036458	1.0	3429	tags=34%, list=15%, signal=40%	
GOBP_VENTRAL_SPINAL_CORD_DEVELOPMENT	GOBP_VENTRAL_SPINAL_CORD_DEVELOPMENT		51	-0.522722	-1.5952417	0.010344828	0.21137738	1.0	4618	tags=39%, list=21%, signal=49%	
GOBP_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE	GOBP_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE		37	-0.5462958	-1.5935667	0.008710802	0.21248013	1.0	2821	tags=38%, list=13%, signal=43%	
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE		27	-0.5917228	-1.5921841	0.017361112	0.21358164	1.0	3255	tags=26%, list=15%, signal=30%	
GOBP_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOBP_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		19	-0.627623	-1.5919605	0.020560747	0.2121046	1.0	969	tags=26%, list=4%, signal=27%	
GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS	GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS		255	-0.41319415	-1.5912151	0.0	0.21169761	1.0	2818	tags=21%, list=13%, signal=24%	
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS		18	-0.62979573	-1.5911621	0.020912547	0.20988432	1.0	2424	tags=39%, list=11%, signal=44%	
GOBP_POSITIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	GOBP_POSITIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY		44	-0.52695316	-1.585721	0.008787346	0.21961258	1.0	4257	tags=36%, list=19%, signal=45%	
