NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_TRANSLATIONAL_INITIATION	GOBP_TRANSLATIONAL_INITIATION	Details ...	108	0.5139308	1.8743868	0.0	0.05071128	0.557	3078	tags=31%, list=14%, signal=35%	
GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY	GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY	Details ...	19	0.71623975	1.8656282	0.0021097045	0.054682665	0.596	1431	tags=42%, list=6%, signal=45%	
GOBP_PROTEIN_INSERTION_INTO_ER_MEMBRANE	GOBP_PROTEIN_INSERTION_INTO_ER_MEMBRANE	Details ...	23	0.6861705	1.8636013	0.0044247787	0.05331895	0.611	2761	tags=48%, list=12%, signal=55%	
GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION	GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION	Details ...	29	0.64989096	1.8592827	0.0	0.053544514	0.632	2653	tags=38%, list=12%, signal=43%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II		20	0.7043024	1.8375267	0.0	0.06877069	0.75	2526	tags=35%, list=11%, signal=39%	
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS	GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS		127	0.48770523	1.8245366	0.0	0.07957782	0.805	3417	tags=32%, list=15%, signal=38%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN		33	0.6180886	1.8242117	0.0	0.07647975	0.808	2526	tags=24%, list=11%, signal=27%	
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY		28	0.62611634	1.8061582	0.0069284067	0.09490079	0.894	3034	tags=39%, list=14%, signal=45%	
GOBP_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE	GOBP_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE		15	0.7429022	1.7965014	0.0043572984	0.101988785	0.918	1650	tags=33%, list=7%, signal=36%	
GOBP_DIOL_METABOLIC_PROCESS	GOBP_DIOL_METABOLIC_PROCESS		30	0.6166702	1.7913592	0.0022675737	0.10526961	0.928	3677	tags=37%, list=17%, signal=44%	
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS		102	0.49209857	1.7908437	0.0	0.10205393	0.93	3714	tags=29%, list=17%, signal=35%	
GOBP_CHAPERONE_COFACTOR_DEPENDENT_PROTEIN_REFOLDING	GOBP_CHAPERONE_COFACTOR_DEPENDENT_PROTEIN_REFOLDING		31	0.62098557	1.788864	0.0	0.101241745	0.934	2628	tags=32%, list=12%, signal=37%	
GOBP_TRICARBOXYLIC_ACID_CYCLE	GOBP_TRICARBOXYLIC_ACID_CYCLE		33	0.59527725	1.7770941	0.0022727272	0.112458125	0.946	3221	tags=33%, list=15%, signal=39%	
GOBP_PROTEIN_INSERTION_INTO_MEMBRANE	GOBP_PROTEIN_INSERTION_INTO_MEMBRANE		55	0.5455018	1.7769306	0.0	0.108846195	0.946	2761	tags=35%, list=12%, signal=39%	
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS	GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS		95	0.4957025	1.7750976	0.0	0.10719839	0.949	2867	tags=25%, list=13%, signal=29%	
GOBP_BRANCHED_CHAIN_AMINO_ACID_CATABOLIC_PROCESS	GOBP_BRANCHED_CHAIN_AMINO_ACID_CATABOLIC_PROCESS		20	0.6745926	1.7730998	0.0	0.106174044	0.952	4548	tags=65%, list=21%, signal=82%	
GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS		16	0.70273435	1.771071	0.0022624435	0.10551552	0.956	3450	tags=63%, list=16%, signal=74%	
GOBP_RESPONSE_TO_UNFOLDED_PROTEIN	GOBP_RESPONSE_TO_UNFOLDED_PROTEIN		115	0.4786236	1.7566128	0.0	0.12111656	0.975	2731	tags=32%, list=12%, signal=37%	
GOBP_LINOLEIC_ACID_METABOLIC_PROCESS	GOBP_LINOLEIC_ACID_METABOLIC_PROCESS		20	0.6774796	1.7458668	0.004415011	0.13330233	0.982	2398	tags=30%, list=11%, signal=34%	
GOBP_FATTY_ACID_CATABOLIC_PROCESS	GOBP_FATTY_ACID_CATABOLIC_PROCESS		103	0.47890246	1.7423112	0.0	0.13496956	0.983	3768	tags=35%, list=17%, signal=42%	
GOBP_LYSOSOMAL_MEMBRANE_ORGANIZATION	GOBP_LYSOSOMAL_MEMBRANE_ORGANIZATION		17	0.6774505	1.7416935	0.004415011	0.13221492	0.983	5440	tags=71%, list=25%, signal=93%	
GOBP_2_OXOGLUTARATE_METABOLIC_PROCESS	GOBP_2_OXOGLUTARATE_METABOLIC_PROCESS		17	0.6873782	1.7405547	0.0046189376	0.13069205	0.985	3221	tags=47%, list=15%, signal=55%	
GOBP_DIOL_BIOSYNTHETIC_PROCESS	GOBP_DIOL_BIOSYNTHETIC_PROCESS		22	0.63387394	1.7329499	0.011235955	0.13765901	0.989	5645	tags=50%, list=25%, signal=67%	
GOBP_CERAMIDE_CATABOLIC_PROCESS	GOBP_CERAMIDE_CATABOLIC_PROCESS		21	0.64699817	1.7313087	0.002079002	0.13695325	0.99	1726	tags=33%, list=8%, signal=36%	
GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY	GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY		23	0.631344	1.7293485	0.006637168	0.13646993	0.99	1605	tags=22%, list=7%, signal=23%	
GOBP_TAIL_ANCHORED_MEMBRANE_PROTEIN_INSERTION_INTO_ER_MEMBRANE	GOBP_TAIL_ANCHORED_MEMBRANE_PROTEIN_INSERTION_INTO_ER_MEMBRANE		17	0.68472993	1.7161475	0.004474273	0.15475586	0.997	2761	tags=47%, list=12%, signal=54%	
GOBP_INFLAMMATORY_CELL_APOPTOTIC_PROCESS	GOBP_INFLAMMATORY_CELL_APOPTOTIC_PROCESS		27	0.60034883	1.7137588	0.008583691	0.15517291	0.998	3270	tags=48%, list=15%, signal=56%	
GOBP_AUTOPHAGIC_CELL_DEATH	GOBP_AUTOPHAGIC_CELL_DEATH		15	0.72231394	1.7114364	0.0043572984	0.15561585	0.999	538	tags=33%, list=2%, signal=34%	
GOBP_REGULATION_OF_INTEGRIN_ACTIVATION	GOBP_REGULATION_OF_INTEGRIN_ACTIVATION		19	0.6672722	1.7087667	0.0043010754	0.15710233	1.0	3777	tags=53%, list=17%, signal=63%	
GOBP_PROSTANOID_METABOLIC_PROCESS	GOBP_PROSTANOID_METABOLIC_PROCESS		48	0.53413695	1.6983724	0.0022271716	0.17187715	1.0	4380	tags=31%, list=20%, signal=39%	
GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN	GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN		88	0.48117864	1.6949762	0.0025125628	0.17421801	1.0	2731	tags=33%, list=12%, signal=37%	
GOBP_PEPTIDYL_ARGININE_MODIFICATION	GOBP_PEPTIDYL_ARGININE_MODIFICATION		25	0.6017766	1.6923876	0.009411764	0.17552017	1.0	1012	tags=24%, list=5%, signal=25%	
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_TRANSLATION	GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_TRANSLATION		17	0.65512365	1.6883416	0.010706638	0.17906243	1.0	2912	tags=47%, list=13%, signal=54%	
GOBP_LONG_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS	GOBP_LONG_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS		22	0.63213784	1.6768785	0.009456265	0.19646011	1.0	3515	tags=41%, list=16%, signal=49%	
GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN		137	0.44189653	1.6730884	0.0	0.19932114	1.0	2427	tags=28%, list=11%, signal=32%	
GOBP_CEREBROSPINAL_FLUID_CIRCULATION	GOBP_CEREBROSPINAL_FLUID_CIRCULATION		16	0.6701549	1.6719987	0.015283843	0.19748028	1.0	2964	tags=38%, list=13%, signal=43%	
GOBP_FATTY_ACID_BETA_OXIDATION	GOBP_FATTY_ACID_BETA_OXIDATION		78	0.48140222	1.6677673	0.0	0.20214851	1.0	3768	tags=36%, list=17%, signal=43%	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS		39	0.5409938	1.667095	0.004705882	0.19978721	1.0	3034	tags=38%, list=14%, signal=44%	
GOBP_PROTEIN_NEDDYLATION	GOBP_PROTEIN_NEDDYLATION		20	0.630008	1.6660966	0.0064794817	0.19766125	1.0	3934	tags=40%, list=18%, signal=49%	
GOBP_PEPTIDE_HORMONE_PROCESSING	GOBP_PEPTIDE_HORMONE_PROCESSING		19	0.6371079	1.6660438	0.018223235	0.19424112	1.0	391	tags=21%, list=2%, signal=21%	
GOBP_PIRNA_METABOLIC_PROCESS	GOBP_PIRNA_METABOLIC_PROCESS		22	0.61268085	1.6642191	0.016563147	0.19435762	1.0	2411	tags=32%, list=11%, signal=36%	
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE		252	0.41152927	1.6639813	0.0	0.19132623	1.0	2857	tags=23%, list=13%, signal=27%	
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION	GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION		16	0.67286164	1.6628397	0.0062761507	0.19013584	1.0	5386	tags=63%, list=24%, signal=83%	
GOBP_SIGNALING_RECEPTOR_LIGAND_PRECURSOR_PROCESSING	GOBP_SIGNALING_RECEPTOR_LIGAND_PRECURSOR_PROCESSING		25	0.58478075	1.6619631	0.01330377	0.1884683	1.0	391	tags=16%, list=2%, signal=16%	
GOBP_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	GOBP_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE		67	0.48509118	1.6604025	0.0025641026	0.18829499	1.0	1706	tags=28%, list=8%, signal=31%	
GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION	GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION		55	0.50365233	1.6546154	0.004672897	0.196337	1.0	2594	tags=27%, list=12%, signal=31%	
GOBP_CELLULAR_OXIDANT_DETOXIFICATION	GOBP_CELLULAR_OXIDANT_DETOXIFICATION		25	0.60175323	1.651854	0.010570824	0.19847232	1.0	1947	tags=32%, list=9%, signal=35%	
GOBP_INFLAMMATORY_RESPONSE_TO_WOUNDING	GOBP_INFLAMMATORY_RESPONSE_TO_WOUNDING		20	0.6280291	1.648094	0.007125891	0.20215496	1.0	2408	tags=35%, list=11%, signal=39%	
GOBP_ER_NUCLEUS_SIGNALING_PATHWAY	GOBP_ER_NUCLEUS_SIGNALING_PATHWAY		42	0.53959334	1.6467923	0.006818182	0.20170228	1.0	2755	tags=43%, list=12%, signal=49%	
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS		252	0.4068426	1.6459292	0.0	0.20016317	1.0	2755	tags=26%, list=12%, signal=30%	
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS	GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS		19	0.6359271	1.6447251	0.013333334	0.19941433	1.0	2867	tags=42%, list=13%, signal=48%	
GOBP_PROTEIN_TARGETING	GOBP_PROTEIN_TARGETING		276	0.39793876	1.6435245	0.0	0.1989058	1.0	2578	tags=22%, list=12%, signal=24%	
GOBP_POLYAMINE_METABOLIC_PROCESS	GOBP_POLYAMINE_METABOLIC_PROCESS		20	0.6227934	1.6410456	0.011547344	0.2002648	1.0	1631	tags=25%, list=7%, signal=27%	
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS	GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS		106	0.44830152	1.640315	0.0	0.19873573	1.0	3515	tags=25%, list=16%, signal=29%	
GOBP_ENDOSOME_ORGANIZATION	GOBP_ENDOSOME_ORGANIZATION		66	0.49924305	1.6395186	0.0025062656	0.19764118	1.0	4171	tags=32%, list=19%, signal=39%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN		40	0.53088176	1.6372955	0.006741573	0.19936667	1.0	2526	tags=23%, list=11%, signal=25%	
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS	GOBP_ORGANIC_ACID_CATABOLIC_PROCESS		226	0.40692335	1.6366398	0.0	0.19779302	1.0	4589	tags=34%, list=21%, signal=43%	
GOBP_REGULATION_OF_ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	GOBP_REGULATION_OF_ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT		16	0.6473795	1.6353854	0.01847575	0.19729704	1.0	2189	tags=31%, list=10%, signal=35%	
GOBP_SPHINGOLIPID_METABOLIC_PROCESS	GOBP_SPHINGOLIPID_METABOLIC_PROCESS		143	0.4303636	1.6333416	0.0	0.19830479	1.0	3518	tags=29%, list=16%, signal=34%	
GOBP_FATTY_ACID_METABOLIC_PROCESS	GOBP_FATTY_ACID_METABOLIC_PROCESS		419	0.38330558	1.6316749	0.0	0.19882298	1.0	3515	tags=25%, list=16%, signal=29%	
GOBP_L_GLUTAMATE_IMPORT	GOBP_L_GLUTAMATE_IMPORT		26	0.5671541	1.6303614	0.016129032	0.1986417	1.0	1650	tags=19%, list=7%, signal=21%	
GOBP_UBIQUITIN_DEPENDENT_ERAD_PATHWAY	GOBP_UBIQUITIN_DEPENDENT_ERAD_PATHWAY		84	0.46331713	1.6300108	0.0050125313	0.1968122	1.0	2516	tags=25%, list=11%, signal=28%	
GOBP_AXONEME_ASSEMBLY	GOBP_AXONEME_ASSEMBLY		80	0.46250764	1.6278602	0.0023923444	0.19825259	1.0	4725	tags=40%, list=21%, signal=51%	
GOBP_THIOESTER_BIOSYNTHETIC_PROCESS	GOBP_THIOESTER_BIOSYNTHETIC_PROCESS		27	0.57607704	1.6264882	0.017699115	0.19851688	1.0	3119	tags=37%, list=14%, signal=43%	
GOBP_DETOXIFICATION	GOBP_DETOXIFICATION		58	0.49318656	1.6214652	0.0070921984	0.20518672	1.0	2903	tags=33%, list=13%, signal=38%	
GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS	GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS		152	0.41813648	1.6192762	0.0	0.20683095	1.0	3515	tags=28%, list=16%, signal=33%	
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY	GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY		35	0.54360217	1.6181293	0.0022123894	0.20656517	1.0	4171	tags=51%, list=19%, signal=63%	
GOBP_AEROBIC_ELECTRON_TRANSPORT_CHAIN	GOBP_AEROBIC_ELECTRON_TRANSPORT_CHAIN		48	0.5135401	1.6176513	0.0022779044	0.2051756	1.0	4225	tags=31%, list=19%, signal=39%	
GOBP_URATE_METABOLIC_PROCESS	GOBP_URATE_METABOLIC_PROCESS		15	0.65792334	1.615673	0.013392857	0.20655458	1.0	2815	tags=33%, list=13%, signal=38%	
GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION	GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION		90	0.45634663	1.6131549	0.0	0.2090563	1.0	1987	tags=22%, list=9%, signal=24%	
GOBP_PROTEIN_TARGETING_TO_MEMBRANE	GOBP_PROTEIN_TARGETING_TO_MEMBRANE		119	0.43836257	1.6094791	0.0024390244	0.21375085	1.0	2538	tags=22%, list=11%, signal=25%	
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS	GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS		24	0.5945591	1.6071976	0.008988764	0.21516773	1.0	4548	tags=54%, list=21%, signal=68%	
GOBP_ICOSANOID_METABOLIC_PROCESS	GOBP_ICOSANOID_METABOLIC_PROCESS		113	0.4317714	1.6053407	0.0025773195	0.21654105	1.0	3515	tags=21%, list=16%, signal=25%	
GOBP_PROTEIN_REFOLDING	GOBP_PROTEIN_REFOLDING		24	0.59418553	1.6042725	0.018058691	0.21621285	1.0	3258	tags=38%, list=15%, signal=44%	
GOBP_PEPTIDYL_ARGININE_METHYLATION	GOBP_PEPTIDYL_ARGININE_METHYLATION		17	0.64474636	1.6024392	0.01754386	0.21733816	1.0	1012	tags=29%, list=5%, signal=31%	
GOBP_NUCLEOSIDE_BISPHOSPHATE_BIOSYNTHETIC_PROCESS	GOBP_NUCLEOSIDE_BISPHOSPHATE_BIOSYNTHETIC_PROCESS		37	0.5377698	1.600437	0.015801355	0.21892396	1.0	3300	tags=32%, list=15%, signal=38%	
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS		412	0.3768181	1.6000179	0.0	0.21743736	1.0	3586	tags=26%, list=16%, signal=30%	
GOBP_CELL_REDOX_HOMEOSTASIS	GOBP_CELL_REDOX_HOMEOSTASIS		29	0.5735025	1.5997572	0.012931035	0.21565166	1.0	2576	tags=41%, list=12%, signal=47%	
GOBP_NATURAL_KILLER_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_NATURAL_KILLER_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE		25	0.57043284	1.5966377	0.011494253	0.21958044	1.0	4498	tags=36%, list=20%, signal=45%	
GOBP_VACUOLAR_ACIDIFICATION	GOBP_VACUOLAR_ACIDIFICATION		24	0.58896625	1.5913005	0.014830508	0.22770517	1.0	6470	tags=58%, list=29%, signal=82%	
GOBP_PHOSPHATIDYLSERINE_METABOLIC_PROCESS	GOBP_PHOSPHATIDYLSERINE_METABOLIC_PROCESS		22	0.5766135	1.5886399	0.040089086	0.23090287	1.0	4676	tags=50%, list=21%, signal=63%	
GOBP_GOLGI_VESICLE_TRANSPORT	GOBP_GOLGI_VESICLE_TRANSPORT		273	0.38940758	1.5845689	0.0	0.2365942	1.0	3541	tags=26%, list=16%, signal=31%	
GOBP_RRNA_PROCESSING	GOBP_RRNA_PROCESSING		215	0.39243564	1.5808653	0.0	0.24140255	1.0	3271	tags=25%, list=15%, signal=29%	
GOBP_RESPONSE_TO_LEPTIN	GOBP_RESPONSE_TO_LEPTIN		20	0.60361105	1.5802648	0.026373627	0.24012686	1.0	3839	tags=40%, list=17%, signal=48%	
GOBP_LIPID_OXIDATION	GOBP_LIPID_OXIDATION		125	0.42631623	1.578778	0.0	0.24070331	1.0	3768	tags=30%, list=17%, signal=35%	
GOBP_ERAD_PATHWAY	GOBP_ERAD_PATHWAY		106	0.4309508	1.5782275	0.0	0.23980215	1.0	1646	tags=20%, list=7%, signal=21%	
GOBP_POST_TRANSLATIONAL_PROTEIN_TARGETING_TO_ENDOPLASMIC_RETICULUM_MEMBRANE	GOBP_POST_TRANSLATIONAL_PROTEIN_TARGETING_TO_ENDOPLASMIC_RETICULUM_MEMBRANE		18	0.60725945	1.577973	0.024017468	0.23805572	1.0	1342	tags=17%, list=6%, signal=18%	
GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS	GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS		185	0.3996416	1.5775726	0.0	0.23665349	1.0	4184	tags=31%, list=19%, signal=38%	
GOBP_MATURATION_OF_LSU_RRNA	GOBP_MATURATION_OF_LSU_RRNA		29	0.5483336	1.5768793	0.01590909	0.23569873	1.0	3271	tags=38%, list=15%, signal=44%	
GOBP_REGULATION_OF_SUPEROXIDE_ANION_GENERATION	GOBP_REGULATION_OF_SUPEROXIDE_ANION_GENERATION		27	0.5598177	1.5747591	0.017621145	0.23768225	1.0	3959	tags=33%, list=18%, signal=41%	
GOBP_VESICLE_COATING	GOBP_VESICLE_COATING		33	0.5351483	1.5740016	0.02183406	0.23692138	1.0	2642	tags=24%, list=12%, signal=27%	
GOBP_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS	GOBP_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS		33	0.5504619	1.5739377	0.015801355	0.23483348	1.0	3959	tags=33%, list=18%, signal=41%	
GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN		108	0.42825952	1.5730804	0.0	0.23419824	1.0	2731	tags=30%, list=12%, signal=34%	
GOBP_SPERMATID_NUCLEUS_DIFFERENTIATION	GOBP_SPERMATID_NUCLEUS_DIFFERENTIATION		17	0.62833995	1.5704744	0.020746889	0.23727946	1.0	4964	tags=47%, list=22%, signal=61%	
GOBP_GLUTATHIONE_METABOLIC_PROCESS	GOBP_GLUTATHIONE_METABOLIC_PROCESS		76	0.4490328	1.5704181	0.0	0.23525375	1.0	3185	tags=30%, list=14%, signal=35%	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPOLYMERIZATION	GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPOLYMERIZATION		17	0.627985	1.5702878	0.024122806	0.2334035	1.0	249	tags=18%, list=1%, signal=18%	
GOBP_RIBOSOME_BIOGENESIS	GOBP_RIBOSOME_BIOGENESIS		295	0.37617835	1.569291	0.0	0.23353568	1.0	3088	tags=22%, list=14%, signal=26%	
GOBP_COENZYME_A_METABOLIC_PROCESS	GOBP_COENZYME_A_METABOLIC_PROCESS		15	0.63164777	1.5676866	0.030368764	0.234677	1.0	3346	tags=40%, list=15%, signal=47%	
GOBP_INTRACILIARY_ANTEROGRADE_TRANSPORT	GOBP_INTRACILIARY_ANTEROGRADE_TRANSPORT		19	0.60667884	1.5661821	0.030973451	0.23572826	1.0	4607	tags=53%, list=21%, signal=66%	
GOBP_PROTEIN_STABILIZATION	GOBP_PROTEIN_STABILIZATION		190	0.39980713	1.5639479	0.0	0.23823738	1.0	1544	tags=19%, list=7%, signal=20%	
