MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:103566	Cd6	CD6 antigen	19		lipopolysaccharide-mediated signaling pathway			ISO	P30203 	J:164563 	
MGI:88318	Cd14	CD14 antigen	18		cellular response to diacyl bacterial lipopeptide			ISO	P08571 	J:164563 	
MGI:88318	Cd14	CD14 antigen	18		cellular response to lipopolysaccharide			IMP		J:32729 J:222669 	
MGI:88318	Cd14	CD14 antigen	18		cellular response to lipopolysaccharide			ISO	P08571 	J:73065 	
MGI:88318	Cd14	CD14 antigen	18		cellular response to lipoteichoic acid			ISO	P08571 	J:73065 	
MGI:88318	Cd14	CD14 antigen	18		cellular response to molecule of bacterial origin			ISO	P08571 	J:164563 	
MGI:88318	Cd14	CD14 antigen	18		cellular response to triacyl bacterial lipopeptide			ISO	P08571 	J:164563 	
MGI:88318	Cd14	CD14 antigen	18		lipopolysaccharide-mediated signaling pathway			IBA	PTN001636475 	J:265628 	
MGI:88318	Cd14	CD14 antigen	18		lipopolysaccharide-mediated signaling pathway			IMP		J:222669 	
MGI:107899	Cd36	CD36 molecule	5		cellular response to bacterial lipopeptide	happens in macrophage		IMP	MGI:1931790 MGI:3573941 	J:96018 	
MGI:107899	Cd36	CD36 molecule	5		cellular response to diacyl bacterial lipopeptide			ISO	P16671 	J:164563 	
MGI:107899	Cd36	CD36 molecule	5		cellular response to lipopolysaccharide	happens in peritoneal macrophage		IMP	MGI:2447190 	J:100140 	
MGI:107899	Cd36	CD36 molecule	5		cellular response to lipoteichoic acid	happens in macrophage		IDA		J:96018 	
MGI:107899	Cd36	CD36 molecule	5		cellular response to lipoteichoic acid			IMP	MGI:2447190 	J:100140 	
MGI:107899	Cd36	CD36 molecule	5		cellular response to lipoteichoic acid	happens in macrophage		IMP	MGI:1931790 MGI:3573941 	J:96018 	
MGI:88342	Cd68	CD68 antigen	11		cellular response to lipopolysaccharide	happens in microglial cell,is a part of inflammatory response to antigenic stimulus		IDA		J:269541 	
MGI:101775	Cd80	CD80 antigen	16		cellular response to lipopolysaccharide			IBA	PTN002402215 	J:265628 	
MGI:101775	Cd80	CD80 antigen	16		cellular response to lipopolysaccharide			IDA		J:143745 	
MGI:1336885	Cd84	CD84 antigen	1		regulation of lipopolysaccharide-mediated signaling pathway			IDA		J:227381 	
MGI:101773	Cd86	CD86 antigen	16		cellular response to lipopolysaccharide			IBA	PTN002402215 	J:265628 	
MGI:101773	Cd86	CD86 antigen	16		cellular response to lipopolysaccharide			IDA		J:143745 	
MGI:1194924	Cd180	CD180 antigen	13		cellular response to lipopolysaccharide			IBA	PTN001223121 	J:265628 	
MGI:1194924	Cd180	CD180 antigen	13		cellular response to lipopolysaccharide	happens in B cell		IMP	MGI:3581654 	J:63145 	
MGI:1194924	Cd180	CD180 antigen	13		positive regulation of lipopolysaccharide-mediated signaling pathway			IBA	PTN001223121 	J:265628 	
MGI:1194924	Cd180	CD180 antigen	13		positive regulation of lipopolysaccharide-mediated signaling pathway	regulates a function/process that happens in B cell		IGI	MGI:1321404 MGI:96824 	J:63145 	
MGI:1194924	Cd180	CD180 antigen	13		positive regulation of lipopolysaccharide-mediated signaling pathway			ISO	Q99467 	J:63145 	
MGI:1926446	Cd274	CD274 antigen	19		cellular response to lipopolysaccharide			IBA	PTN002402215 	J:265628 	
MGI:2685099	Cd300lb	CD300 molecule like family member B	11		cellular response to lipopolysaccharide			IMP	MGI:4829592 	J:189766 	
MGI:2384876	Cdc73	cell division cycle 73, Paf1/RNA polymerase II complex component	1		cellular response to lipopolysaccharide			IDA		J:183965 	
MGI:88357	Cdk4	cyclin-dependent kinase 4	10		cellular response to lipopolysaccharide			IDA		J:30542 	
MGI:88373	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	2		cellular response to lipopolysaccharide			ISO	RGD:2327 	J:155856 	
MGI:88385	Cfh	complement component factor h	1		cellular response to lipopolysaccharide			IGI		J:156611 	
MGI:1924209	Chmp5	charged multivesicular body protein 5	4		cellular response to lipopolysaccharide			ISO	Q9NZZ3 	J:164563 	
MGI:99830	Cmpk2	cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial	12		cellular response to lipopolysaccharide			IDA		J:25529 	
MGI:88489	Cr2	complement receptor 2	1		cellular response to lipopolysaccharide	uses Cfh		IGI		J:156611 	
MGI:109345	Ctr9	CTR9 homolog, Paf1/RNA polymerase II complex component	7		cellular response to lipopolysaccharide			IDA		J:183965 	
MGI:88563	Ctsg	cathepsin G	14		cellular response to lipopolysaccharide			ISO	P08311 	J:164563 	
MGI:1097153	Cx3cl1	chemokine (C-X3-C motif) ligand 1	8		regulation of lipopolysaccharide-mediated signaling pathway			ISO	P78423 	J:164563 	
MGI:1333815	Cx3cr1	chemokine (C-X3-C motif) receptor 1	9		cellular response to lipopolysaccharide	happens in microglial cell		IGI	P05067 	J:262355 	
MGI:108068	Cxcl1	chemokine (C-X-C motif) ligand 1	5		cellular response to lipopolysaccharide			IBA	PTN000021269 	J:265628 	
MGI:1340094	Cxcl2	chemokine (C-X-C motif) ligand 2	5		cellular response to lipopolysaccharide			IBA	PTN000021269 	J:265628 	
MGI:3037818	Cxcl3	chemokine (C-X-C motif) ligand 3	5		cellular response to lipopolysaccharide			IBA	PTN000021269 	J:265628 	
MGI:1096868	Cxcl5	chemokine (C-X-C motif) ligand 5	5		cellular response to lipopolysaccharide			IBA	PTN000021269 	J:265628 	
MGI:1096868	Cxcl5	chemokine (C-X-C motif) ligand 5	5		cellular response to lipopolysaccharide			ISO	P80162 	J:164563 	
MGI:1352449	Cxcl9	chemokine (C-X-C motif) ligand 9	5		cellular response to lipopolysaccharide			IBA	PTN000021269 	J:265628 	
MGI:1352450	Cxcl10	chemokine (C-X-C motif) ligand 10	5		cellular response to lipopolysaccharide			IBA	PTN000021269 	J:265628 	
MGI:1352450	Cxcl10	chemokine (C-X-C motif) ligand 10	5		cellular response to lipopolysaccharide			ISO	P02778 	J:205449 	
MGI:1888499	Cxcl13	chemokine (C-X-C motif) ligand 13	5		cellular response to lipopolysaccharide			IBA	PTN000021269 	J:265628 	
MGI:1339941	Cxcl15	chemokine (C-X-C motif) ligand 15	5		cellular response to lipopolysaccharide			IBA	PTN000021269 	J:265628 	
MGI:1932682	Cxcl16	chemokine (C-X-C motif) ligand 16	11		cellular response to lipopolysaccharide			IDA		J:65117 	
MGI:1923520	Cyrib	CYFIP related Rac1 interactor B	15		cellular response to molecule of bacterial origin			IMP		J:282597 	
MGI:1923520	Cyrib	CYFIP related Rac1 interactor B	15		cellular response to molecule of bacterial origin			ISO	Q9NUQ9 	J:164563 	
MGI:1916851	Dab2ip	disabled 2 interacting protein	2		cellular response to lipopolysaccharide			IDA		J:159941 	
MGI:1916851	Dab2ip	disabled 2 interacting protein	2		cellular response to lipopolysaccharide			ISO	Q5VWQ8 	J:164563 	
MGI:109247	Ddit3	DNA-damage inducible transcript 3	10		ER overload response			IBA	PTN002703959 	J:265628 	
MGI:109247	Ddit3	DNA-damage inducible transcript 3	10		ER overload response			IMP	MGI:2179046 	J:74700 	
MGI:109247	Ddit3	DNA-damage inducible transcript 3	10		ER overload response			ISO	RGD:62391 	J:155856 	
MGI:109247	Ddit3	DNA-damage inducible transcript 3	10		positive regulation of autophagy in response to ER overload			ISO	RGD:62391 	J:155856 	
MGI:94880	Defa1	defensin, alpha 1	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:94880	Defa1	defensin, alpha 1	8		cellular response to lipopolysaccharide			IGI	MGI:94882 MGI:94883 MGI:99582 	J:118036 	
MGI:94882	Defa2	defensin, alpha, 2	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:94882	Defa2	defensin, alpha, 2	8		cellular response to lipopolysaccharide			IGI	MGI:94880 MGI:94883 MGI:99582 	J:118036 	
MGI:94883	Defa3	defensin, alpha, 3	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:94883	Defa3	defensin, alpha, 3	8		cellular response to lipopolysaccharide			IGI	MGI:94880 MGI:94882 MGI:99582 	J:118036 	
MGI:99584	Defa4	defensin, alpha, 4	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:99583	Defa5	defensin, alpha, 5	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:99582	Defa6	defensin, alpha, 6	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:99582	Defa6	defensin, alpha, 6	8		cellular response to lipopolysaccharide			IGI	MGI:94880 MGI:94882 MGI:94883 	J:118036 	
MGI:99581	Defa7	defensin, alpha, 7	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:99580	Defa8	defensin, alpha, 8	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:99579	Defa9	defensin, alpha, 9	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:99591	Defa10	defensin, alpha, 10	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:99590	Defa11	defensin, alpha, 11	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:99588	Defa13	defensin, alpha, 13	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:99587	Defa14	defensin, alpha, 14	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:99586	Defa15	defensin, alpha, 15	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:99585	Defa16	defensin, alpha, 16	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:1345152	Defa17	defensin, alpha, 17	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:1915259	Defa20	defensin, alpha, 20	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:1913548	Defa21	defensin, alpha, 21	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3639039	Defa22	defensin, alpha, 22	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3630381	Defa23	defensin, alpha, 23	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3630383	Defa24	defensin, alpha, 24	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3630385	Defa25	defensin, alpha, 25	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3630390	Defa26	defensin, alpha, 26	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3642780	Defa27	defensin, alpha, 27	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3646688	Defa28	defensin, alpha, 28	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:94881	Defa29	defensin, alpha, 29	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3808881	Defa30	defensin, alpha, 30	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:102509	Defa31	defensin, alpha, 31	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3709048	Defa34	defensin, alpha, 34	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3711900	Defa35	defensin, alpha, 35	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3705236	Defa37	defensin, alpha, 37	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3709605	Defa38	defensin, alpha, 38	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3611585	Defa39	defensin, alpha, 39	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3708769	Defa40	defensin, alpha, 40	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3705230	Defa41	defensin, alpha, 41	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3645033	Defa42	defensin, alpha, 42	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:99592	Defa-rs2	defensin, alpha, related sequence 2	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:102516	Defa-rs10	defensin, alpha, related sequence 10	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:102514	Defa-rs12	defensin, alpha, related sequence 12	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3651158	Defb25	defensin beta 25	2		cellular response to peptidoglycan			IBA	PTN001030034 	J:265628 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		ER overload response			ISO	Q9NZJ5 	J:164563 	
MGI:3576783	Eme1	essential meiotic structure-specific endonuclease 1	11		response to intra-S DNA damage checkpoint signaling			ISO	Q96AY2 	J:73065 	
MGI:1354699	Fbh1	F-box DNA helicase 1	2		response to intra-S DNA damage checkpoint signaling			IMP		J:210130 	
MGI:1354699	Fbh1	F-box DNA helicase 1	2		response to intra-S DNA damage checkpoint signaling			ISO	Q8NFZ0 	J:73065 	
MGI:95499	Fcgr2b	Fc receptor, IgG, low affinity IIb	1		cellular response to molecule of bacterial origin	happens in B cell		IMP	MGI:1857166 	J:102982 	
MGI:2179523	Fcgr4	Fc receptor, IgG, low affinity IV	1		cellular response to lipopolysaccharide			ISO	RGD:1303067 	J:155856 	
MGI:108571	Fzd5	frizzled class receptor 5	1		cellular response to molecule of bacterial origin			ISO	Q13467 	J:164563 	
MGI:102772	Gbp2	guanylate binding protein 2	3		cellular response to lipopolysaccharide			IDA		J:155210 	
MGI:2140937	Gbp6	guanylate binding protein 6	5		cellular response to lipopolysaccharide			IDA		J:155210 	
MGI:4359647	Gbp10	guanylate-binding protein 10	5		cellular response to lipopolysaccharide			IDA		J:155210 	
MGI:95675	Gch1	GTP cyclohydrolase 1	14		cellular response to lipopolysaccharide	happens in macrophage		TAS		J:237677 	
MGI:1927140	Git1	GIT ArfGAP 1	11		cellular response to lipopolysaccharide			IMP		J:297330 	
MGI:1861437	Gsk3b	glycogen synthase kinase 3 beta	16		ER overload response	happens in fibroblast		IDA		J:88275 	
MGI:1861437	Gsk3b	glycogen synthase kinase 3 beta	16		ER overload response			ISO	P49841 	J:73065 	
MGI:95865	Gstp1	glutathione S-transferase, pi 1	19		cellular response to lipopolysaccharide			IDA		J:172998 	
MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	11		cellular response to lipopolysaccharide			IDA		J:228102 	
MGI:96113	Hmgb1	high mobility group box 1	5		cellular response to lipopolysaccharide	happens in microglial cell		IDA		J:266466 	
MGI:95835	Hspa5	heat shock protein 5	2		ER overload response			IDA		J:74700 	
MGI:107656	Ifng	interferon gamma	10		cellular response to lipopolysaccharide			IDA		J:142604 	
MGI:96542	Il1a	interleukin 1 alpha	2		cellular response to lipopolysaccharide			IBA	PTN002560644 	J:265628 	
MGI:96543	Il1b	interleukin 1 beta	2		cellular response to lipopolysaccharide			IBA	PTN002560644 	J:265628 	
MGI:96543	Il1b	interleukin 1 beta	2		lipopolysaccharide-mediated signaling pathway			ISO	P01584 	J:164563 	
MGI:2652548	Il1f10	interleukin 1 family, member 10	2		cellular response to lipopolysaccharide			IBA	PTN002560644 	J:265628 	
MGI:96548	Il2	interleukin 2	3		cellular response to biotic stimulus			IDA		J:199058 	
MGI:96559	Il6	interleukin 6	5		cellular response to lipopolysaccharide			IDA		J:143745 J:173334 J:204786 	
MGI:96559	Il6	interleukin 6	5		cellular response to lipopolysaccharide			ISO	P05231 	J:205449 	
MGI:96537	Il10	interleukin 10	1		cellular response to lipopolysaccharide	happens in monocyte		IDA		J:265599 	
MGI:96537	Il10	interleukin 10	1		cellular response to lipopolysaccharide			IDA		J:143745 J:173330 	
MGI:96539	Il12a	interleukin 12a	3		cellular response to lipopolysaccharide			IDA		J:143745 	
MGI:96540	Il12b	interleukin 12b	11		cellular response to lipopolysaccharide			IDA		J:155210 J:173334 	
MGI:107936	Il18	interleukin 18	9		lipopolysaccharide-mediated signaling pathway			ISO	Q14116 	J:164563 	
MGI:1859324	Il36a	interleukin 36A	2		cellular response to lipopolysaccharide			IBA	PTN002560644 	J:265628 	
MGI:1916927	Il36b	interleukin 36B	2		cellular response to lipopolysaccharide			IBA	PTN002560644 	J:265628 	
MGI:2449929	Il36g	interleukin 36G	2		cellular response to lipopolysaccharide			IBA	PTN002560644 	J:265628 	
MGI:1859325	Il36rn	interleukin 36 receptor antagonist	2		cellular response to lipopolysaccharide			IBA	PTN002560644 	J:265628 	
MGI:96573	Ins2	insulin II	7		ER overload response			IMP	MGI:1857572 	J:74700 	
MGI:107420	Irak1	interleukin-1 receptor-associated kinase 1	X		cellular response to lipopolysaccharide			IBA	PTN000701420 	J:265628 	
MGI:107420	Irak1	interleukin-1 receptor-associated kinase 1	X		lipopolysaccharide-mediated signaling pathway	happens in macrophage		IDA		J:84679 	
MGI:107420	Irak1	interleukin-1 receptor-associated kinase 1	X		lipopolysaccharide-mediated signaling pathway	happens in peritoneal macrophage		IDA		J:76115 	
MGI:107420	Irak1	interleukin-1 receptor-associated kinase 1	X		lipopolysaccharide-mediated signaling pathway			ISO	P51617 	J:164563 	
MGI:2429603	Irak2	interleukin-1 receptor-associated kinase 2	6		lipopolysaccharide-mediated signaling pathway			IDA		J:91272 	
MGI:1859179	Irf3	interferon regulatory factor 3	7		cellular response to lipopolysaccharide			IDA		J:173334 	
MGI:1859179	Irf3	interferon regulatory factor 3	7		lipopolysaccharide-mediated signaling pathway	happens in macrophage		IDA		J:84679 J:84896 	
MGI:96395	Irf8	interferon regulatory factor 8	8		cellular response to lipopolysaccharide	happens in peritoneal macrophage		IMP	MGI:1926332 	J:111178 	
MGI:1926262	Irgm2	immunity-related GTPase family M member 2	11		cellular response to lipopolysaccharide			ISO	A1A4Y4 	J:164563 	
MGI:96629	Jak2	Janus kinase 2	19		cellular response to lipopolysaccharide			IDA		J:173334 	
MGI:2685002	Klrh1	killer cell lectin-like receptor subfamily H, member 1	6		cellular response to molecule of fungal origin			IBA	PTN000514167 	J:265628 	
MGI:1196250	Klrk1	killer cell lectin-like receptor subfamily K, member 1	6		cellular response to lipopolysaccharide			IDA		J:88001 	
MGI:1098776	Lbp	lipopolysaccharide binding protein	2		cellular response to lipopolysaccharide			IMP		J:222669 	
MGI:1098776	Lbp	lipopolysaccharide binding protein	2		cellular response to lipopolysaccharide			ISO	P18428 	J:73065 	
MGI:1098776	Lbp	lipopolysaccharide binding protein	2		cellular response to lipoteichoic acid			ISO	P18428 	J:73065 	
MGI:1098776	Lbp	lipopolysaccharide binding protein	2		lipopolysaccharide-mediated signaling pathway			IBA	PTN002471180 	J:265628 	
MGI:1098776	Lbp	lipopolysaccharide binding protein	2		lipopolysaccharide-mediated signaling pathway			ISO	P18428 	J:164563 	
MGI:2685212	Ldoc1	regulator of NFKB signaling	X		cellular response to lipopolysaccharide			ISO	O95751 	J:164563 	
MGI:102701	Lilrb4a	leukocyte immunoglobulin-like receptor, subfamily B, member 4A	10		cellular response to lipopolysaccharide			IMP	MGI:2653049 	J:119423 	
MGI:1929512	Litaf	LPS-induced TN factor	16		cellular response to lipopolysaccharide			IMP	MGI:3687962 	J:113750 	
MGI:96837	Ltf	lactotransferrin	9		negative regulation of lipopolysaccharide-mediated signaling pathway			ISO	P02788 	J:164563 	
MGI:1321404	Ly86	lymphocyte antigen 86	13		positive regulation of lipopolysaccharide-mediated signaling pathway	regulates a function/process that happens in B cell		IDA		J:63145 	
MGI:1321404	Ly86	lymphocyte antigen 86	13		positive regulation of lipopolysaccharide-mediated signaling pathway	regulates a function/process that happens in B cell		IGI	MGI:1194924 MGI:96824 	J:63145 	
MGI:1321404	Ly86	lymphocyte antigen 86	13		positive regulation of lipopolysaccharide-mediated signaling pathway			ISO	O95711 	J:63145 	
MGI:1341909	Ly96	lymphocyte antigen 96	1		cellular response to lipopolysaccharide			IBA	PTN000390890 	J:265628 	
MGI:1341909	Ly96	lymphocyte antigen 96	1		cellular response to lipopolysaccharide			IMP		J:222669 	
MGI:1341909	Ly96	lymphocyte antigen 96	1		lipopolysaccharide-mediated signaling pathway			IMP		J:222669 	
MGI:1341909	Ly96	lymphocyte antigen 96	1		positive regulation of lipopolysaccharide-mediated signaling pathway			IBA	PTN000390890 	J:265628 	
MGI:1341909	Ly96	lymphocyte antigen 96	1		positive regulation of lipopolysaccharide-mediated signaling pathway	regulates a function/process that happens in B cell		IDA		J:63145 	
MGI:1341909	Ly96	lymphocyte antigen 96	1		positive regulation of lipopolysaccharide-mediated signaling pathway	regulates a function/process that happens in B cell		IGI	MGI:1194924 MGI:96824 	J:63145 	
MGI:1341909	Ly96	lymphocyte antigen 96	1		positive regulation of lipopolysaccharide-mediated signaling pathway			ISO	O95711 	J:63145 	
MGI:96892	Lyn	LYN proto-oncogene, Src family tyrosine kinase	4		lipopolysaccharide-mediated signaling pathway			IMP		J:161005 	
MGI:2445027	Malt1	MALT1 paracaspase	18		lipopolysaccharide-mediated signaling pathway			IDA		J:116495 	
MGI:1346871	Map2k7	mitogen-activated protein kinase kinase 7	8		cellular response to lipopolysaccharide			IMP		J:44734 	
MGI:1346858	Mapk1	mitogen-activated protein kinase 1	16		lipopolysaccharide-mediated signaling pathway	happens in macrophage		IDA		J:84896 	
MGI:1346859	Mapk3	mitogen-activated protein kinase 3	7		lipopolysaccharide-mediated signaling pathway	happens in macrophage		IDA		J:84896 	
MGI:1346861	Mapk8	mitogen-activated protein kinase 8	14		cellular response to biotic stimulus			IMP		J:199058 	
MGI:1346861	Mapk8	mitogen-activated protein kinase 8	14		cellular response to lipopolysaccharide			ISO	P45983 	J:205449 	
MGI:1346865	Mapk14	mitogen-activated protein kinase 14	17		cellular response to lipopolysaccharide			ISO	Q16539 	J:205449 	
MGI:1346865	Mapk14	mitogen-activated protein kinase 14	17		cellular response to lipoteichoic acid			ISO	Q16539 	J:164563 	
MGI:1346865	Mapk14	mitogen-activated protein kinase 14	17		lipopolysaccharide-mediated signaling pathway	happens in macrophage		IDA		J:84896 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		cellular response to lipopolysaccharide			IDA		J:144071 	
MGI:96982	Mif	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	10		positive regulation of lipopolysaccharide-mediated signaling pathway			IMP		J:73706 	
MGI:3619436	Mir7-1	microRNA 7-1	13		cellular response to lipopolysaccharide			IGI	MGI:3619437 	J:173714 	
MGI:3619437	Mir7-2	microRNA 7-2	7		cellular response to lipopolysaccharide			IGI	MGI:3619436 	J:173714 	
MGI:3619435	Mir7b	microRNA 7b	17		cellular response to lipopolysaccharide			IDA		J:173714 	
MGI:3619064	Mir10a	microRNA 10a	11		cellular response to lipopolysaccharide			IDA		J:141184 	
MGI:2676841	Mir15a	microRNA 15a	14		cellular response to lipopolysaccharide			IDA		J:141184 	
MGI:3618690	Mir16-2	microRNA 16-2	3		cellular response to lipopolysaccharide			IDA		J:141184 	
MGI:2676898	Mir23b	microRNA 23b	13		cellular response to lipopolysaccharide			IDA		J:141184 	
